pitcher,pitch_type_label,count,avg_release_speed_mph,avg_ivb_in,avg_hb_in,avg_hb_in_mirrored,total_pitches,usage_pct,throws
SQF-1736,Fastball,28,90.513,16.155,11.842,11.842,59,0.475,L
SQF-1736,Changeup,14,83.242,11.234,13.727,13.727,59,0.237,L
SQF-1736,Curveball,7,73.743,-4.953,-9.181,-9.181,59,0.119,L
SQF-1736,Slider,7,79.44,3.097,-1.242,-1.242,59,0.119,L
SQF-3475,Fastball,10,90.154,19.637,-15.932,15.932,24,0.417,R
SQF-3475,Slider,7,82.071,12.48,-3.872,3.872,24,0.292,R
SQF-4188,Slider,14,81.87,4.656,0.051,-0.051,35,0.4,R
SQF-4188,Fastball,10,89.284,13.69,-15.597,15.597,35,0.286,R
SQF-4188,Changeup,6,81.223,4.703,-8.817,8.817,35,0.171,R
SQF-4674,Fastball,22,92.266,15.818,-10.076,10.076,48,0.458,R
SQF-4674,Slider,15,81.714,-4.062,2.182,-2.182,48,0.312,R
SQF-4674,Changeup,5,83.8,11.381,-12.862,12.862,48,0.104,R
SQF-5185,Fastball,9,93.656,17.577,-3.71,3.71,18,0.5,R
SQF-5185,Slider,5,84.469,-1.368,2.36,-2.36,18,0.278,R
SQF-5408,Fastball,10,90.951,16.238,-6.016,6.016,30,0.333,R
SQF-5408,Slider,7,81.276,10.249,7.496,-7.496,30,0.233,R
SQF-5984,Fastball,19,93.389,21.894,-11.474,11.474,29,0.655,R
SQF-5984,Curveball,5,84.657,0.596,1.362,-1.362,29,0.172,R
SQF-6234,Fastball,21,91.336,20.533,-12.17,12.17,42,0.5,R
SQF-6234,Changeup,9,87.074,14.422,-17.624,17.624,42,0.214,R
SQF-6234,Curveball,7,83.046,3.021,4.129,-4.129,42,0.167,R
SQF-6837,Fastball,28,92.144,19.475,-7.685,7.685,61,0.459,R
SQF-6837,Changeup,16,83.207,14.978,-16.976,16.976,61,0.262,R
SQF-6837,Slider,13,77.384,-11.064,11.099,-11.099,61,0.213,R
SQF-8141,Fastball,27,92.434,21.361,-9.392,9.392,49,0.551,R
SQF-8141,Curveball,8,83.342,2.616,3.32,-3.32,49,0.163,R
SQF-8141,Slider,5,84.623,4.418,-0.498,0.498,49,0.102,R
SQF-8172,Fastball,27,92.976,17.618,-9.549,9.549,57,0.474,R
SQF-8172,Slider,13,84.257,2.905,4.665,-4.665,57,0.228,R
SQF-8172,Curveball,7,81.895,-4.083,5.679,-5.679,57,0.123,R
SQF-9984,Fastball,11,92.773,15.793,-16.923,16.923,25,0.44,R
SQF-9984,Slider,9,86.328,7.562,-3.2,3.2,25,0.36,R
SZJ-2709,Fastball,21,90.233,14.288,10.452,10.452,47,0.447,L
SZJ-2709,Slider,16,80.366,7.836,-3.653,-3.653,47,0.34,L
SZJ-2769,Fastball,10,97.849,10.559,-12.538,12.538,25,0.4,R
SZJ-2769,Slider,5,86.56,5.193,2.934,-2.934,25,0.2,R
SZJ-3691,Sinker,17,83.021,-12.721,-9.123,9.123,35,0.486,R
SZJ-3691,Slider,14,73.439,6.038,9.62,-9.62,35,0.4,R
SZJ-3706,Fastball,12,96.44,13.11,-6.635,6.635,22,0.545,R
SZJ-3718,Fastball,25,92.92,15.871,-9.55,9.55,64,0.391,R
SZJ-3718,Changeup,11,83.848,2.788,-9.576,9.576,64,0.172,R
SZJ-3718,Slider,11,82.392,6.691,0.115,-0.115,64,0.172,R
SZJ-3718,Curveball,8,81.91,-5.669,3.783,-3.783,64,0.125,R
SZJ-3718,Cutter,6,92.214,7.68,5.123,-5.123,64,0.094,R
SZJ-3883,Fastball,10,93.016,14.824,5.846,5.846,26,0.385,L
SZJ-3883,Slider,10,77.258,0.636,-4.473,-4.473,26,0.385,L
SZJ-4873,Fastball,29,90.272,17.397,-9.951,9.951,77,0.377,R
SZJ-4873,Changeup,20,81.295,12.259,-15.482,15.482,77,0.26,R
SZJ-4873,Cutter,18,85.649,11.042,1.621,-1.621,77,0.234,R
SZJ-4873,Curveball,7,73.452,-7.398,5.448,-5.448,77,0.091,R
SZJ-4943,Fastball,13,94.943,11.222,-3.843,3.843,24,0.542,R
SZJ-4943,Slider,5,78.941,-0.058,6.75,-6.75,24,0.208,R
SZJ-5262,Fastball,9,91.096,14.183,6.785,6.785,18,0.5,L
SZJ-5262,Slider,7,76.943,-10.941,-5.203,-5.203,18,0.389,L
SZJ-5542,Fastball,36,90.971,14.435,-7.637,7.637,75,0.48,R
SZJ-5542,Curveball,11,80.443,3.09,-1.911,1.911,75,0.147,R
SZJ-5542,Slider,9,82.807,6.925,1.03,-1.03,75,0.12,R
SZJ-5542,Changeup,7,81.417,7.414,-10.457,10.457,75,0.093,R
SZJ-5542,Cutter,6,89.295,10.578,-0.965,0.965,75,0.08,R
SZJ-5542,Sinker,6,90.841,9.018,-8.616,8.616,75,0.08,R
SZJ-6144,Slider,8,79.28,5.85,-11.457,-11.457,16,0.5,L
SZJ-6144,Fastball,7,90.251,14.897,4.458,4.458,16,0.438,L
SZJ-6283,Fastball,27,94.043,13.522,-9.757,9.757,80,0.338,R
SZJ-6283,Slider,21,82.568,-0.297,0.626,-0.626,80,0.262,R
SZJ-6283,Changeup,19,82.927,5.793,-11.039,11.039,80,0.238,R
SZJ-6283,Cutter,9,89.973,9.042,0.429,-0.429,80,0.112,R
SZJ-8085,Fastball,17,92.819,11.015,-2.878,2.878,52,0.327,R
SZJ-8085,Cutter,11,91.036,5.298,3.252,-3.252,52,0.212,R
SZJ-8085,Changeup,9,87.128,6.357,-3.043,3.043,52,0.173,R
SZJ-8085,Slider,9,86.182,4.299,4.566,-4.566,52,0.173,R
SZJ-8085,Curveball,6,86.938,-4.312,4.069,-4.069,52,0.115,R
SZJ-8486,Fastball,6,96.025,12.427,-5.866,5.866,15,0.4,R
TDW-1489,Fastball,9,92.336,19.673,-12.802,12.802,17,0.529,R
TDW-1568,Fastball,10,91.214,12.331,-8.391,8.391,26,0.385,R
TDW-1568,Cutter,6,90.127,11.967,-0.783,0.783,26,0.231,R
TDW-1568,Sinker,5,91.11,7.754,-8.846,8.846,26,0.192,R
TDW-3648,Fastball,32,90.412,19.991,11.16,11.16,86,0.372,L
TDW-3648,Changeup,20,82.939,13.205,14.874,14.874,86,0.233,L
TDW-3648,Cutter,11,88.086,17.355,5.317,5.317,86,0.128,L
TDW-3648,Slider,11,80.954,9.975,3.802,3.802,86,0.128,L
TDW-3648,Curveball,10,78.286,-1.648,-3.903,-3.903,86,0.116,L
TDW-4248,Fastball,32,90.237,13.114,-13.252,13.252,77,0.416,R
TDW-4248,Cutter,13,87.135,8.148,-2.561,2.561,77,0.169,R
TDW-4248,Curveball,11,76.003,-10.513,4.855,-4.855,77,0.143,R
TDW-4248,Changeup,8,82.959,6.852,-10.35,10.35,77,0.104,R
TDW-4248,Slider,7,82.475,7.9,-2.044,2.044,77,0.091,R
TDW-4248,Sinker,6,90.149,4.759,-13.533,13.533,77,0.078,R
TDW-5574,Fastball,9,92.735,18.885,-4.907,4.907,22,0.409,R
TDW-5663,Fastball,32,86.96,14.688,13.015,13.015,62,0.516,L
TDW-5663,Changeup,9,81.046,7.07,12.847,12.847,62,0.145,L
TDW-5663,Curveball,9,74.334,-7.633,-1.408,-1.408,62,0.145,L
TDW-5663,Cutter,6,84.984,11.75,5.808,5.808,62,0.097,L
TDW-6713,Fastball,7,94.355,16.856,-7.776,7.776,17,0.412,R
TDW-6713,Changeup,6,88.64,13.027,-16.338,16.338,17,0.353,R
TDW-9800,Fastball,8,92.018,14.685,11.28,11.28,19,0.421,L
TDW-9800,Slider,7,79.906,-1.356,0.949,0.949,19,0.368,L
TES-0478,Fastball,29,88.49,16.774,9.35,9.35,92,0.315,L
TES-0478,Cutter,25,84.178,8.184,-3.126,-3.126,92,0.272,L
TES-0478,Slider,14,81.231,4.442,-4.337,-4.337,92,0.152,L
TES-0478,Changeup,12,80.469,10.005,14.984,14.984,92,0.13,L
TES-0478,Curveball,10,74.046,-2.644,-4.827,-4.827,92,0.109,L
TES-2184,Fastball,11,92.067,10.223,2.356,2.356,30,0.367,L
TES-2184,Changeup,8,85.197,5.239,5.066,5.066,30,0.267,L
TES-2184,Slider,5,86.388,6.299,-2.966,-2.966,30,0.167,L
TES-3381,Fastball,16,88.495,14.735,-10.649,10.649,57,0.281,R
TES-3381,Cutter,14,86.341,12.027,2.242,-2.242,57,0.246,R
TES-3381,Sinker,13,88.544,8.027,-11.888,11.888,57,0.228,R
TES-3381,Curveball,7,76.359,-6.182,10.025,-10.025,57,0.123,R
TES-3381,Changeup,5,82.456,10.284,-13.961,13.961,57,0.088,R
TES-3719,Fastball,10,88.189,13.007,15.677,15.677,26,0.385,L
TES-3719,Cutter,5,86.385,13.075,12.506,12.506,26,0.192,L
TES-4010,Fastball,18,90.337,13.427,-11.274,11.274,53,0.34,R
TES-4010,Slider,16,82.676,3.432,2.872,-2.872,53,0.302,R
TES-4010,Cutter,8,85.79,6.401,0.015,-0.015,53,0.151,R
TES-4010,Changeup,5,83.651,5.338,-9.549,9.549,53,0.094,R
TES-4010,Curveball,5,80.631,-5.605,-2.038,2.038,53,0.094,R
TES-4370,Fastball,9,96.627,11.16,-15.731,15.731,29,0.31,R
TES-4370,Slider,8,87.32,4.719,3.036,-3.036,29,0.276,R
TES-4809,Fastball,8,88.266,20.303,8.941,8.941,22,0.364,L
TES-4809,Changeup,5,80.743,18.826,16.485,16.485,22,0.227,L
TES-6077,Fastball,22,88.023,7.241,-14.72,14.72,65,0.338,R
TES-6077,Slider,19,78.057,-3.316,16.101,-16.101,65,0.292,R
TES-6077,Sinker,11,88.303,-2.244,-16.543,16.543,65,0.169,R
TES-6077,Changeup,6,79.365,3.769,-15.609,15.609,65,0.092,R
TES-6642,Slider,18,83.477,5.113,9.068,-9.068,40,0.45,R
TES-6642,Fastball,12,92.887,10.52,-10.168,10.168,40,0.3,R
TES-6642,Sinker,9,92.614,2.51,-13.019,13.019,40,0.225,R
TES-8810,Fastball,13,90.025,15.386,-8.666,8.666,37,0.351,R
TES-8810,Slider,11,79.261,4.036,5.471,-5.471,37,0.297,R
TES-9469,Fastball,16,92.461,10.16,-1.013,1.013,28,0.571,R
TES-9469,Curveball,5,80.004,-9.19,10.361,-10.361,28,0.179,R
TES-9469,Cutter,5,89.741,8.635,1.72,-1.72,28,0.179,R
THF-0375,Fastball,27,90.029,20.366,-5.457,5.457,73,0.37,R
THF-0375,Cutter,21,86.394,12.683,5.205,-5.205,73,0.288,R
THF-0375,Curveball,11,79.492,-6.779,7.014,-7.014,73,0.151,R
THF-0375,Changeup,9,82.429,10.329,-13.466,13.466,73,0.123,R
THF-0375,Slider,5,83.649,9.785,6.119,-6.119,73,0.068,R
THF-1715,Fastball,11,92.718,13.968,-2.299,2.299,27,0.407,R
THF-1715,Slider,5,84.238,4.729,6.429,-6.429,27,0.185,R
THF-1764,Fastball,28,90.353,14.275,-10.352,10.352,66,0.424,R
THF-1764,Slider,19,82.67,0.82,0.544,-0.544,66,0.288,R
THF-1764,Sinker,10,89.476,1.579,-13.844,13.844,66,0.152,R
THF-3189,Fastball,8,93.141,18.603,6.456,6.456,25,0.32,L
THF-3189,Changeup,5,86.534,10.582,5.844,5.844,25,0.2,L
THF-3189,Cutter,5,91.932,15.154,-4.857,-4.857,25,0.2,L
THF-4165,Fastball,20,93.269,20.099,14.436,14.436,36,0.556,L
THF-4165,Slider,9,82.458,0.462,1.069,1.069,36,0.25,L
THF-4596,Fastball,9,89.455,12.415,13.715,13.715,19,0.474,L
THF-4596,Slider,5,80.893,1.887,-5.172,-5.172,19,0.263,L
THF-5216,Fastball,14,96.051,14.369,-13.728,13.728,32,0.438,R
THF-5216,Changeup,5,88.312,12.258,-16.578,16.578,32,0.156,R
THF-5216,Sinker,5,95.72,7.256,-15.718,15.718,32,0.156,R
TQS-0114,Fastball,13,91.515,18.928,-6.632,6.632,21,0.619,R
TQS-0114,Slider,7,81.113,5.255,1.819,-1.819,21,0.333,R
TQS-2479,Fastball,13,93.175,16.531,-6.018,6.018,22,0.591,R
TQS-3443,Fastball,13,92.134,16.468,-12.391,12.391,24,0.542,R
TQS-3443,Curveball,5,83.6,-0.246,-1.456,1.456,24,0.208,R
TQS-3523,Fastball,17,90.626,18.246,8.688,8.688,38,0.447,L
TQS-3523,Slider,10,81.061,-4.56,-1.764,-1.764,38,0.263,L
TQS-3523,Changeup,8,83.255,12.829,7.852,7.852,38,0.211,L
TQS-3776,Fastball,33,91.453,17.217,11.428,11.428,63,0.524,L
TQS-3776,Changeup,18,82.944,10.119,13.847,13.847,63,0.286,L
TQS-3776,Curveball,8,77.774,-4.426,-2.475,-2.475,63,0.127,L
TQS-4393,Fastball,42,93.502,13.366,-7.864,7.864,94,0.447,R
TQS-4393,Curveball,12,76.163,-12.725,11.682,-11.682,94,0.128,R
TQS-4393,Changeup,11,80.862,10.068,-7.573,7.573,94,0.117,R
TQS-4393,Slider,11,83.062,2.473,3.67,-3.67,94,0.117,R
TQS-4393,Cutter,10,88.825,9.438,1.45,-1.45,94,0.106,R
TQS-4393,Sinker,8,92.402,5.869,-9.134,9.134,94,0.085,R
TQS-9706,Fastball,9,94.046,14.298,-6.128,6.128,17,0.529,R
URD-1952,Fastball,13,91.226,18.318,10.614,10.614,29,0.448,L
URD-1952,Slider,6,76.887,3.332,-3.645,-3.645,29,0.207,L
URD-1952,Changeup,5,80.383,15.226,14.402,14.402,29,0.172,L
URD-4854,Fastball,25,89.534,16.273,11.207,11.207,68,0.368,L
URD-4854,Changeup,15,82.814,10.262,16.336,16.336,68,0.221,L
URD-4854,Cutter,13,87.066,8.764,5.789,5.789,68,0.191,L
URD-4854,Curveball,9,81.55,0.967,6.334,6.334,68,0.132,L
URD-8964,Fastball,10,92.817,11.278,-13.606,13.606,16,0.625,R
VAS-0317,Fastball,266,85.673,14.42,7.685,7.685,584,0.455,L
VAS-0317,Changeup,97,80.493,5.732,13.49,13.49,584,0.166,L
VAS-0317,Curveball,94,72.748,-4.212,-3.723,-3.723,584,0.161,L
VAS-0317,Cutter,88,83.323,9.434,1.205,1.205,584,0.151,L
VAS-0457,Fastball,54,95.933,17.904,-5.257,5.257,93,0.581,R
VAS-0457,Curveball,12,85.737,-3.569,5.676,-5.676,93,0.129,R
VAS-0457,Slider,9,87.52,2.586,4.709,-4.709,93,0.097,R
VAS-0457,Changeup,8,87.513,11.942,-11.54,11.54,93,0.086,R
VAS-0457,Sinker,6,94.669,12.463,-5.123,5.123,93,0.065,R
VAS-1111,Fastball,240,93.114,18.19,-11.56,11.56,495,0.485,R
VAS-1111,Slider,132,85.657,7.891,2.832,-2.832,495,0.267,R
VAS-1111,Changeup,45,84.695,12.944,-13.795,13.795,495,0.091,R
VAS-1111,Curveball,36,85.574,2.829,1.261,-1.261,495,0.073,R
VAS-1245,Sinker,11,88.971,0.965,-12.975,12.975,30,0.367,R
VAS-1245,Slider,10,81.125,7.203,7.722,-7.722,30,0.333,R
VAS-1245,Fastball,5,89.382,6.148,-16.048,16.048,30,0.167,R
VAS-1331,Fastball,43,90.147,15.12,13.632,13.632,78,0.551,L
VAS-1331,Slider,14,80.151,1.477,-0.012,-0.012,78,0.179,L
VAS-1331,Changeup,8,79.872,6.787,14.947,14.947,78,0.103,L
VAS-1331,Curveball,8,79.065,-7.887,-4.277,-4.277,78,0.103,L
VAS-1438,Fastball,57,94.279,14.887,-13.749,13.749,174,0.328,R
VAS-1438,Slider,56,86.589,3.237,4.038,-4.038,174,0.322,R
VAS-1438,Cutter,27,90.304,4.046,2.147,-2.147,174,0.155,R
VAS-1438,Changeup,24,85.109,5.675,-10.053,10.053,174,0.138,R
VAS-1599,Fastball,33,94.18,15.405,-12.937,12.937,61,0.541,R
VAS-1599,Curveball,8,76.329,-18.577,13.664,-13.664,61,0.131,R
VAS-1599,Cutter,6,89.611,8.5,0.005,-0.005,61,0.098,R
VAS-1599,Sinker,6,92.925,8.894,-14.475,14.475,61,0.098,R
VAS-1599,Slider,6,88.462,7.059,4.734,-4.734,61,0.098,R
VAS-2232,Fastball,177,93.581,20.309,-4.518,4.518,328,0.54,R
VAS-2232,Slider,55,83.8,5.687,1.673,-1.673,328,0.168,R
VAS-2232,Changeup,37,83.321,6.096,-8.7,8.7,328,0.113,R
VAS-2232,Curveball,30,84.31,2.643,-4.272,4.272,328,0.091,R
VAS-2232,Cutter,22,92.975,16.389,0.592,-0.592,328,0.067,R
VAS-2604,Slider,19,76.222,-7.655,-10.257,-10.257,35,0.543,L
VAS-2604,Fastball,14,88.112,10.21,12.586,12.586,35,0.4,L
VAS-2706,Fastball,92,91.995,12.75,-12.088,12.088,221,0.416,R
VAS-2706,Slider,46,81.225,-1.199,7.312,-7.312,221,0.208,R
VAS-2706,Cutter,41,88.803,8.439,2.605,-2.605,221,0.186,R
VAS-2706,Curveball,19,79.763,-8.011,9.573,-9.573,221,0.086,R
VAS-2706,Sinker,17,92.253,4.386,-15.576,15.576,221,0.077,R
VAS-3082,Fastball,274,90.947,14.712,-12.17,12.17,587,0.467,R
VAS-3082,Changeup,108,82.208,4.257,-15.869,15.869,587,0.184,R
VAS-3082,Slider,72,81.297,6.229,0.371,-0.371,587,0.123,R
VAS-3082,Cutter,56,88.607,11.85,-4.616,4.616,587,0.095,R
VAS-3082,Curveball,50,80.81,-2.436,-0.812,0.812,587,0.085,R
VAS-3150,Fastball,96,92.948,17.095,13.077,13.077,190,0.505,L
VAS-3150,Changeup,26,84.898,6.305,17.977,17.977,190,0.137,L
VAS-3150,Curveball,24,78.267,-5.428,-5.111,-5.111,190,0.126,L
VAS-3150,Sinker,19,93.067,8.063,14.128,14.128,190,0.1,L
VAS-3150,Cutter,16,90.936,12.06,3.905,3.905,190,0.084,L
VAS-3357,Fastball,258,89.324,14.829,-10.249,10.249,695,0.371,R
VAS-3357,Slider,153,82.402,7.469,1.134,-1.134,695,0.22,R
VAS-3357,Changeup,109,84.04,7.695,-13.2,13.2,695,0.157,R
VAS-3357,Sinker,78,89.459,7.016,-15.177,15.177,695,0.112,R
VAS-3357,Curveball,50,83.551,1.148,-2.453,2.453,695,0.072,R
VAS-3357,Cutter,47,87.403,11.935,-3.457,3.457,695,0.068,R
VAS-3399,Fastball,92,90.523,20.305,-5.704,5.704,205,0.449,R
VAS-3399,Slider,73,82.393,3.929,4.855,-4.855,205,0.356,R
VAS-3399,Changeup,20,79.812,12.186,-11.758,11.758,205,0.098,R
VAS-3399,Cutter,13,88.335,14.536,0.667,-0.667,205,0.063,R
VAS-3458,Fastball,217,92.87,18.111,9.042,9.042,387,0.561,L
VAS-3458,Curveball,68,80.957,-7.782,-5.176,-5.176,387,0.176,L
VAS-3458,Changeup,36,86.255,14.443,11.008,11.008,387,0.093,L
VAS-3458,Cutter,32,89.556,13.712,1.957,1.957,387,0.083,L
VAS-3458,Slider,26,85.248,6.786,-0.701,-0.701,387,0.067,L
VAS-3578,Fastball,18,98.043,12.854,10.126,10.126,42,0.429,L
VAS-3578,Slider,12,90.888,7.858,-1.943,-1.943,42,0.286,L
VAS-3666,Cutter,48,91.4,21.243,1.941,1.941,150,0.32,L
VAS-3666,Fastball,45,93.231,23.685,6.005,6.005,150,0.3,L
VAS-3666,Changeup,16,90.045,20.003,8.543,8.543,150,0.107,L
VAS-3666,Curveball,16,82.681,7.076,5.48,5.48,150,0.107,L
VAS-3666,Sinker,16,92.776,16.97,5.737,5.737,150,0.107,L
VAS-3666,Slider,9,87.45,22.078,0.657,0.657,150,0.06,L
VAS-3729,Fastball,261,94.394,13.002,-12.857,12.857,823,0.317,R
VAS-3729,Slider,166,82.8,8.198,-0.503,0.503,823,0.202,R
VAS-3729,Sinker,114,93.9,6.728,-15.894,15.894,823,0.139,R
VAS-3729,Changeup,101,85.715,10.974,-12.233,12.233,823,0.123,R
VAS-3729,Cutter,95,89.728,11.166,-4.13,4.13,823,0.115,R
VAS-3729,Curveball,86,79.467,-0.289,2.686,-2.686,823,0.104,R
VAS-3733,Fastball,69,93.137,19.59,-2.636,2.636,153,0.451,R
VAS-3733,Slider,29,84.596,4.612,5.585,-5.585,153,0.19,R
VAS-3733,Changeup,27,83.667,12.687,-8.331,8.331,153,0.176,R
VAS-3733,Curveball,13,76.507,-10.806,4.884,-4.884,153,0.085,R
VAS-3733,Cutter,13,89.811,11.803,5.357,-5.357,153,0.085,R
VAS-3891,Sinker,10,87.945,-5.287,-14.25,14.25,29,0.345,R
VAS-3891,Slider,10,75.22,10.647,9.293,-9.293,29,0.345,R
VAS-3953,Changeup,11,79.801,6.772,-3.705,3.705,41,0.268,R
VAS-3953,Fastball,10,90.384,19.117,-5.411,5.411,41,0.244,R
VAS-3953,Slider,10,79.563,-2.437,4.832,-4.832,41,0.244,R
VAS-3953,Cutter,9,86.509,9.598,5.067,-5.067,41,0.22,R
VAS-4297,Fastball,28,91.05,16.562,-9.082,9.082,70,0.4,R
VAS-4297,Changeup,26,84.051,9.606,-15.454,15.454,70,0.371,R
VAS-4297,Cutter,8,90.129,15.659,-4.964,4.964,70,0.114,R
VAS-4297,Curveball,5,79.986,-8.311,1.145,-1.145,70,0.071,R
VAS-4545,Fastball,13,92.352,15.348,-2.499,2.499,27,0.481,R
VAS-4545,Slider,9,81.963,-2.478,4.274,-4.274,27,0.333,R
VAS-4586,Fastball,160,91.057,15.454,-1.27,1.27,338,0.473,R
VAS-4586,Slider,66,84.942,1.799,6.217,-6.217,338,0.195,R
VAS-4586,Curveball,48,81.645,-8.169,3.9,-3.9,338,0.142,R
VAS-4586,Changeup,33,85.256,7.408,-3.431,3.431,338,0.098,R
VAS-4586,Cutter,27,88.653,3.31,5.446,-5.446,338,0.08,R
VAS-5248,Fastball,20,98.035,17.011,-2.35,2.35,37,0.541,R
VAS-5248,Slider,16,82.805,-13.989,6.59,-6.59,37,0.432,R
VAS-5744,Fastball,358,92.007,11.674,-7.229,7.229,855,0.419,R
VAS-5744,Slider,168,83.908,2.675,4.411,-4.411,855,0.196,R
VAS-5744,Cutter,121,88.908,7.778,2.502,-2.502,855,0.142,R
VAS-5744,Curveball,82,79.741,-7.206,8.121,-8.121,855,0.096,R
VAS-5744,Changeup,66,85.749,7.37,-11.628,11.628,855,0.077,R
VAS-5744,Sinker,60,92.05,4.577,-9.662,9.662,855,0.07,R
VAS-5796,Fastball,70,90.353,15.78,5.536,5.536,130,0.538,L
VAS-5796,Curveball,24,73.747,-8.859,-10.977,-10.977,130,0.185,L
VAS-5796,Changeup,14,84.514,9.596,11.792,11.792,130,0.108,L
VAS-5796,Cutter,11,85.636,9.778,0.191,0.191,130,0.085,L
VAS-5796,Slider,8,73.831,-5.642,-6.554,-6.554,130,0.062,L
VAS-6190,Fastball,201,88.02,5.37,18.238,18.238,442,0.455,L
VAS-6190,Slider,118,75.187,0.665,-11.784,-11.784,442,0.267,L
VAS-6190,Sinker,56,87.413,-0.116,18.293,18.293,442,0.127,L
VAS-6190,Changeup,43,77.512,-1.223,18.03,18.03,442,0.097,L
VAS-6190,Curveball,24,76.322,-7.291,-2.825,-2.825,442,0.054,L
VAS-6217,Fastball,140,94.8,11.906,-10.573,10.573,370,0.378,R
VAS-6217,Slider,110,86.774,4.775,1.227,-1.227,370,0.297,R
VAS-6217,Sinker,38,94.192,6.093,-11.518,11.518,370,0.103,R
VAS-6217,Cutter,34,92.601,10.679,-2.692,2.692,370,0.092,R
VAS-6217,Changeup,33,87.54,7.287,-11.689,11.689,370,0.089,R
VAS-6269,Fastball,55,98.268,17.384,-2.286,2.286,119,0.462,R
VAS-6269,Slider,21,90.5,4.065,4.131,-4.131,119,0.176,R
VAS-6269,Curveball,17,90.744,2.764,-1.249,1.249,119,0.143,R
VAS-6269,Cutter,15,96.872,13.267,2.463,-2.463,119,0.126,R
VAS-6269,Sinker,6,98.03,8.731,-4.865,4.865,119,0.05,R
VAS-7785,Fastball,55,92.043,19.024,3.961,3.961,155,0.355,L
VAS-7785,Slider,54,82.873,7.975,-4.702,-4.702,155,0.348,L
VAS-7785,Changeup,30,83.016,10.586,4.596,4.596,155,0.194,L
VAS-7895,Fastball,230,91.738,14.769,-10.346,10.346,550,0.418,R
VAS-7895,Slider,152,80.124,-0.848,4.792,-4.792,550,0.276,R
VAS-7895,Changeup,92,83.127,8.708,-14.386,14.386,550,0.167,R
VAS-7895,Curveball,28,78.332,-7.476,3.882,-3.882,550,0.051,R
VAS-8327,Slider,10,75.639,-4.317,3.073,-3.073,24,0.417,R
VAS-8327,Changeup,8,75.217,-1.218,-13.878,13.878,24,0.333,R
VAS-8327,Fastball,5,86.552,5.292,-16.226,16.226,24,0.208,R
VAS-8927,Fastball,16,91.688,20.786,-7.509,7.509,44,0.364,R
VAS-8927,Changeup,12,83.636,13.745,-16.071,16.071,44,0.273,R
VAS-8927,Cutter,8,91.924,20.078,-2.253,2.253,44,0.182,R
VAS-9333,Fastball,13,95.868,9.087,18.04,18.04,28,0.464,L
VAS-9333,Slider,12,83.6,-0.454,1.392,1.392,28,0.429,L
VAS-9432,Fastball,70,87.34,14.567,15.479,15.479,208,0.337,L
VAS-9432,Changeup,45,79.459,11.594,17.923,17.923,208,0.216,L
VAS-9432,Cutter,34,83.634,10.143,-0.023,-0.023,208,0.163,L
VAS-9432,Curveball,23,74.539,2.075,-8.094,-8.094,208,0.111,L
VAS-9432,Slider,21,76.795,7.273,-6.315,-6.315,208,0.101,L
VAS-9432,Sinker,15,87.161,7.829,14.716,14.716,208,0.072,L
VAS-9435,Fastball,11,93.921,21.279,3.624,3.624,21,0.524,L
VAS-9534,Fastball,91,89.009,16.305,3.509,3.509,288,0.316,L
VAS-9534,Cutter,70,86.569,10.984,-4.262,-4.262,288,0.243,L
VAS-9534,Changeup,54,82.735,11.847,11.709,11.709,288,0.188,L
VAS-9534,Slider,41,82.687,5.72,-4.355,-4.355,288,0.142,L
VAS-9534,Curveball,23,80.806,-0.74,-3.999,-3.999,288,0.08,L
VAS-9723,Fastball,75,91.061,10.917,15.418,15.418,227,0.33,L
VAS-9723,Slider,42,81.304,5.607,1.733,1.733,227,0.185,L
VAS-9723,Sinker,37,91.851,3.753,17.427,17.427,227,0.163,L
VAS-9723,Changeup,32,81.655,4.132,15.363,15.363,227,0.141,L
VAS-9723,Cutter,27,88.561,11.749,4.029,4.029,227,0.119,L
VAS-9723,Curveball,14,81.156,-3.886,0.685,0.685,227,0.062,L
VHA-1207,Fastball,9,95.409,17.78,-14.401,14.401,25,0.36,R
VHA-1207,Slider,6,82.875,12.352,-6.348,6.348,25,0.24,R
VHA-1207,Changeup,5,85.202,14.386,-14.896,14.896,25,0.2,R
VHA-1926,Fastball,36,93.862,18.006,-7.308,7.308,71,0.507,R
VHA-1926,Slider,17,84.267,-0.122,4.613,-4.613,71,0.239,R
VHA-1926,Curveball,10,79.501,-12.724,7.209,-7.209,71,0.141,R
VHA-4068,Fastball,35,91.46,16.576,-11.503,11.503,67,0.522,R
VHA-4068,Changeup,11,85.798,9.569,-16.68,16.68,67,0.164,R
VHA-4068,Cutter,10,89.888,16.623,-3.923,3.923,67,0.149,R
VHA-4068,Curveball,7,81.777,3.145,-5.522,5.522,67,0.104,R
VHA-5864,Fastball,14,88.34,20.928,9.807,9.807,36,0.389,L
VHA-5864,Changeup,10,78.665,15.704,15.779,15.779,36,0.278,L
VHA-5864,Cutter,8,87.467,17.606,5.111,5.111,36,0.222,L
VHA-6132,Fastball,30,90.85,16.876,-15.438,15.438,74,0.405,R
VHA-6132,Slider,20,82.043,7.181,0.805,-0.805,74,0.27,R
VHA-6132,Changeup,11,83.541,10.912,-13.2,13.2,74,0.149,R
VHA-6132,Sinker,5,91.804,10.052,-22.423,22.423,74,0.068,R
VHA-8559,Fastball,14,91.514,17.311,-4.253,4.253,30,0.467,R
